C00C-C00G,C00C-H00C,C00D-C00E,C00D-C00K,C00D-H00D,C00E-C00F,C00E-H00E,C00F-C00L,C00G-C00H,C00G-H00G,C00H-C00I,C00H-H00H,C00I-C00J,C00I-H00I,C00J-C00M,C00J-H00J,C00K-C00N,C00K-H00K,C00L-H00f,C00L-H00l,C00M-H00m,C00M-H00n,C00N-H00o,C00N-H00p,Completeness,DATANAME,DataCount,F000,FileMaxIndices,FileMinIndices,FilteredOff,FriedelOppositesMerged,FriedelPairCount,InconsistentEquivalents,IntensityTransformed,LimDmax,LimDmin,MaxD,MaxIndices,MeanIOverSigma,MinD,MinIndices,Nr. NPD,O001-C00C,O001-C00F,O002-C00F,O002-C00K,O003-C00C,O003-C00J,O004-C00E,O004-H004,O005-C00G,O005-H005,O006-C00L,O006-H006,O007-C00D,O007-H007,O008-C00N,O008-H008,O009-C00M,O009-H009,O00A-C00H,O00A-H00A,O00B-C00I,O00B-H00B,OmittedByUser,OmittedReflections,R1,R1_all,R1_gt,R_all,Redundancy,ReflectionAPotMax,Rint,Rsigma,SystematicAbsencesRemoved,TotalReflections,UniqueReflections,Weight,Z,Zprime,a,alpha,b,beta,c,gamma,goof,hooft_str,last Shift,max_hole,max_peak,max_shift_over_esd,mu,res_rms,tot_reflIns,volume,wR2,wavelength
0.002259270166023992,0.01862578247700397,0.002134698994785585,0.002394721121038794,0.018117315204451923,0.00200199806645483,0.020898685019656447,0.0020514326306586483,0.0025701292982718673,0.01651659122636103,0.002204288979481866,0.01718691442613557,0.0024772066277169782,0.018778548109641403,0.0022166293420527,0.016371968986566184,0.0021683342183314467,0.023066336700438804,0.01855783544578332,0.02019760051842812,0.02538765332948365,0.02085638113037482,0.019214565997604575,0.017850591256374986,0.8547140649149922,sucrose,3318,284.221,"(10, 9, 14)","(-10, -11, -14)",0,0,1870,0,0,100.0,0.355365,8.7216,"(10, 9, 14)",21.21523888924692,0.7282637137534432,"(-10, -11, 0)",7,0.0016805384336741587,0.0019748223682207037,0.0017234601663569334,0.0018598329762338202,0.001786149564708921,0.002170183018416621,0.0022351683338296346,0.029315990801108333,0.0019121921384163965,0.0336985163704452,0.0026407115893943805,0.035709010037916385,0.002048759157251099,0.02609204442408597,0.0028087003349587087,0.02994801252973501,0.002380702405059377,0.05844491807340436,0.0021723116409116737,0.02638348712695413,0.0024350483201554082,0.027789886966780274,0,0,0.0291,0.03411846590247027,0.029071228592074044,0.0341,"(2174, 1251, 451, 563, 542, 229, 108, 43, 9, 4, 3, 2)",17,0.0338672444935467,0.03061863160240357,25,13643,3318,True,2,1,7.7727(9),90,8.7216(11),102.983(11),10.8637(11),90,1.1043,-0.0(4),-0.0006,-0.15616444307993707,0.2077956064582315,-0.0006494498353652146,0.096,0.03587595023007581,13618.0,717.63(15),0.05943519585656228,0.71073
